Athlete	CountryName	CountryCode	Gender	Sport	Medals	Appearances
martina grunert, roswitha krause, uta schmuck, gabriele wetzko	German Democratic Republic	GDR	Female	Swimming	1	1
martina moravkova	Slovakia	SVK	Female	Swimming	2	1
martin doktor	Czech Republic	CZR	Male	Canoeing	2	1
martin fromanack, charles aman, michael begley, frederick suerig, gustav voerg, frank dummerth, john freitag, louis helm	United States of America	USA	Male	Rowing	1	1
martin georgiev marinov	Bulgaria	BUL	Male	Canoeing	1	1
martin georgiev marinov, blagovest stoyanov	Bulgaria	BUL	Male	Canoeing	1	1
martin hawkins	United States of America	USA	Male	Athletics	1	1
martin hollstein, andreas ihle	Germany	GER	Male	Canoeing	1	1
martin karl, rudolf eckstein, toni rom, willi menne	Germany	GER	Male	Rowing	1	1
martin l?pez-zubero	Spain	ESP	Male	Swimming	1	1
martin sinkovic, valent sinkovic, damir martin, david sain	Croatia	CRO	Male	Rowing	1	1
martin winter, frank dundr, karsten bunk, uwe heppner	German Democratic Republic	GDR	Male	Rowing	1	1
martti marttelin	Finland	FIN	Male	Athletics	1	1
martyn woodroffe	Great Britain	GBR	Male	Swimming	1	1
maryam yusuf jamal	Bahrain	BRN	Female	Athletics	1	1
mary carew, evelyn furtsch, wilhelmina von bremen, annette rogers	United States of America	USA	Female	Athletics	1	1
maryna pautaran, volha khudzenka, nadzeya papok, iryna pamialova	Belarus	BLR	Female	Canoeing	1	1
mary onyali	Nigeria	NGR	Female	Athletics	1	1
mary rand, janet simpson, daphne arden, dorothy hyman	Great Britain	GBR	Female	Athletics	1	1
mary sears	United States of America	USA	Female	Swimming	1	1
mary t meagher	United States of America	USA	Female	Swimming	3	2
mary t meagher, nancy hogshead, tracey caulkins, theresa andrews	United States of America	USA	Female	Swimming	1	1
maryvonne dupureur	France	FRA	Female	Athletics	1	1
mary washburn, elizabeth robinson, jessie cross, loretta mcneil	United States of America	USA	Female	Athletics	1	1
mary wayte	United States of America	USA	Female	Swimming	1	1
masahiro yoshimura	Japan	JPN	Male	Swimming	1	1
masaji kiyokawa	Japan	JPN	Male	Swimming	2	2
masami tanaka, mai nakamura, sumika minamoto, junko onishi	Japan	JPN	Female	Swimming	1	1
masaru furukawa	Japan	JPN	Male	Swimming	1	1
masonori yusa	Japan	JPN	Male	Swimming	1	1
massimiliano rosolino	Italy	ITA	Male	Swimming	3	1
massimiliano rosolino, matteo pelliciari, filippo magnini, emiliano brembilla, federico cappellazzo, simone cercato	Italy	ITA	Male	Swimming	1	1
mate trojanovic, petar segvic, duje bonacic, velimir valenta	Yugoslavia	YUG	Male	Rowing	1	1
matija ljubek	Yugoslavia	YUG	Male	Canoeing	2	1
matija ljubek, mirko nisovic	Yugoslavia	YUG	Male	Canoeing	1	1
matt biondi	United States of America	USA	Male	Swimming	5	2
matt biondi, chris cavanaugh, mike heath, ambrose gaines	United States of America	USA	Male	Swimming	1	1
matt biondi, troy dalbey, chris jacobs, thomas jager	United States of America	USA	Male	Swimming	1	1
matt grevers	United States of America	USA	Male	Swimming	1	1
matthew birir	Kenya	KEN	Male	Athletics	1	1
matthew grevers	United States of America	USA	Male	Swimming	1	1
matthew long, james tomkins	Australia	AUS	Male	Rowing	1	1
matthew pinsent, steven redgrave	Great Britain	GBR	Male	Rowing	1	1
matthew wells, stephen rowbotham	Great Britain	GBR	Male	Rowing	1	1
matthew welsh	Australia	AUS	Male	Swimming	2	1
matt targett, christian sprenger, hayden stoeckel, eamon sullivan, ashley delaney, andrew lauterstein, adam pine, brenton rickard	Australia	AUS	Male	Swimming	1	1
matt vogel	United States of America	USA	Male	Swimming	1	1
maurice delvart, andr? devaux, gaston f?ry, g?o andr?	France	FRA	Male	Athletics	1	1
maurice greene	United States of America	USA	Male	Athletics	2	2
maurice herriott	Great Britain	GBR	Male	Athletics	1	1
maurizio damilano	Italy	ITA	Male	Athletics	3	3
mavis freeman, bernice lapp, olive mckean, katherine rawls	United States of America	USA	Female	Swimming	1	1
maxey long	United States of America	USA	Male	Athletics	1	1
max hoff	Germany	GER	Male	Canoeing	1	1
maxim opalev	Russia	RUS	Male	Canoeing	3	3
max metzker	Australia	AUS	Male	Swimming	1	1
max raub, herbert wiedermann	Austria	AUT	Male	Canoeing	2	2
maxwell eley, robert morrison, terence sanders, james macnabb	Great Britain	GBR	Male	Rowing	1	1
mayumi aoki	Japan	JPN	Female	Swimming	1	1
mbulaeni mulaudzi	South Africa	RSA	Male	Athletics	1	1
mebrahtom keflezighi	United States of America	USA	Male	Athletics	1	1
megan jendrick, margaret hoelzer, elaine breeden, natalie coughlin, kara lynn joyce, christine magnuson, dara torres, rebecca soni	United States of America	USA	Female	Swimming	1	1
megan kalmoe, kara kohler, adrienne martelli, natalie dell	United States of America	USA	Female	Rowing	1	1
megan quann	United States of America	USA	Female	Swimming	1	1
megan still, kate slatter	Australia	AUS	Female	Rowing	1	1
meinrad miltenberger, michael scheuer	Germany	GER	Male	Canoeing	1	1
melaine walker	Jamaica	JAM	Female	Athletics	1	1
melissa belote	United States of America	USA	Female	Swimming	2	1
melissa morrison	United States of America	USA	Female	Athletics	2	2
melvin patton	United States of America	USA	Male	Athletics	1	1
melvin sheppard	United States of America	USA	Male	Athletics	3	2
melvin sheppard, ted meredith, charles reidpath, edward lindberg	United States of America	USA	Male	Athletics	1	1
melvin stewart	United States of America	USA	Male	Swimming	1	1
meng guanliang, yang wenjun	China	CHN	Male	Canoeing	1	1
merlene ottey-page	Jamaica	JAM	Female	Athletics	7	5
merlene ottey-page, beverly mcdonald, tanya lawrence, veronica campbell	Jamaica	JAM	Female	Athletics	1	1
merv wood	Australia	AUS	Male	Rowing	2	2
meseret defar	Ethiopia	ETH	Female	Athletics	3	3
micah kogo	Kenya	KEN	Male	Athletics	1	1
michael bates	United States of America	USA	Male	Athletics	1	1
michael d?rsch, albert hedderich, raimund h?rmann, dieter wiedenmann	West Germany	FRG	Male	Rowing	1	1
michael gro?	West Germany	FRG	Male	Swimming	4	2
michael hart, chris baillieu	Great Britain	GBR	Male	Rowing	1	1
michael holthaus	West Germany	FRG	Male	Swimming	1	1
michael jamieson	Great Britain	GBR	Male	Swimming	1	1
michael johnson	United States of America	USA	Male	Athletics	3	2
michael johnson, steve lewis, quincy watts, andrew valmon	United States of America	USA	Male	Athletics	1	1
michael klim	Australia	AUS	Male	Swimming	1	1
michael klim, toby haenen, steven dewick, scott miller, philip rogers	Australia	AUS	Male	Swimming	1	1
michael kolganov	Israel	ISR	Male	Canoeing	1	1
michael larrabee	United States of America	USA	Male	Athletics	1	1
michael larrabee, ulis williams, henry carr, ollan cassell	United States of America	USA	Male	Athletics	1	1
michael mathieu, ramon miller, avard moncur, christopher brown, andretti bain, andrae williams	Bahamas	BAH	Male	Athletics	1	1
michael phelps	United States of America	USA	Male	Swimming	13	3
michael ryan	New Zealand	NZL	Male	Athletics	1	1
michael shine	United States of America	USA	Male	Athletics	1	1
michael staines, calvin coffey	United States of America	USA	Male	Rowing	1	1
michael stamm	United States of America	USA	Male	Swimming	2	1
michael steinbach, stephan volkert, andr? willms, andreas hajek	Germany	GER	Male	Rowing	1	1
michael tinsley	United States of America	USA	Male	Athletics	1	1
michael troy	United States of America	USA	Male	Swimming	1	1
michael wenden	Australia	AUS	Male	Swimming	2	1
michael west	Canada	CAN	Male	Swimming	1	1
michael west, thomas ponting, sandy goss, victor davis	Canada	CAN	Male	Swimming	1	1
michal riszdorfer, richard riszdorfer, juraj baca, erik vlcek	Slovakia	SVK	Male	Canoeing	1	1
michel andrieux, jean-christophe rolland	France	FRA	Male	Rowing	1	1
michel chapuis, jean boudehen	France	FRA	Male	Canoeing	1	1
michele pearson	Australia	AUS	Female	Swimming	1	1
michel jazy	France	FRA	Male	Athletics	1	1
michelle ford	Australia	AUS	Female	Swimming	2	1
michelle guerette	United States of America	USA	Female	Rowing	1	1
michelle richardson	United States of America	USA	Female	Swimming	1	1
michelle smith	Ireland	IRL	Female	Swimming	4	1
michel th?ato	France	FRA	Male	Athletics	1	1
mich?le chardonnet	France	FRA	Female	Athletics	1	1
mieke jaapies	Netherlands	NED	Female	Canoeing	1	1
miguel seijas, juan rodriguez	Uruguay	URU	Male	Rowing	1	1
miguel white	Philippines	PHI	Male	Athletics	1	1
mihai zafiu, nicusor esanu, vasile diba, lon geanta	Romania	ROM	Male	Canoeing	1	1
mihai zafiu, roman vartolomeu, aurel vernescu, atanase sciotnic	Romania	ROM	Male	Canoeing	1	1
mih?ly hesz	Hungary	HUN	Male	Canoeing	2	2
mikael ?rn, bengt baron, per johansson, thomas lejdstr?m	Sweden	SWE	Male	Swimming	1	1
mike barrowman	United States of America	USA	Male	Swimming	1	1
mike boit	Kenya	KEN	Male	Athletics	1	1
mike bruner	United States of America	USA	Male	Swimming	1	1
mike burton	United States of America	USA	Male	Swimming	3	2
mike heath	United States of America	USA	Male	Swimming	1	1
mike lewis, liam parsons, jon beare, iain brambell	Canada	CAN	Male	Rowing	1	1
mike marsh	United States of America	USA	Male	Athletics	1	1
mike mckay, james tomkins, andrew cooper, nicholas green	Australia	AUS	Male	Rowing	1	1
mike mckay, stuart reside, stuart welch, geoff stewart, james stewart, steve stewart, michael toon, stefan szczurowski, bo hanson	Australia	AUS	Male	Rowing	1	1
mike mcleod	Great Britain	GBR	Male	Athletics	1	1
mike musyoki	Kenya	KEN	Male	Athletics	1	1
mike o'brien	United States of America	USA	Male	Swimming	1	1
mikhail kaaleste, anatoly demitkov	Soviet Union	URS	Male	Canoeing	1	1
mikhail shchennikov	Russia	RUS	Male	Athletics	1	1
mikhail slivinsky	Soviet Union	URS	Male	Canoeing	2	2
mikhail zamotin, naum prokupets	Soviet Union	URS	Male	Canoeing	1	1
miki nakao	Japan	JPN	Female	Swimming	1	1
milan janic	Yugoslavia	YUG	Male	Canoeing	1	1
millard hampton	United States of America	USA	Male	Athletics	1	1
millon wolde	Ethiopia	ETH	Male	Athletics	1	1
milorad cavic	Serbia	SRB	Male	Swimming	1	1
milosz bernatajtys, bartlomiej pawelczak, lukasz pawlowski, pawel randa	Poland	POL	Male	Rowing	1	1
mina wylie	Australasia	ANZ	Female	Swimming	1	1
mireia belmonte garcia	Spain	ESP	Female	Swimming	2	1
mirka knapkova	Czech Republic	CZE	Female	Rowing	1	1
mirko nisovic, matija ljubek	Yugoslavia	YUG	Male	Canoeing	1	1
mirna jukic	Austria	AUT	Female	Swimming	1	1
miroslav kon?cek, bohumil janousek, jan jindra, jir? lund?k, stanislav lusk, v?clav pavkovic, ludek pojezny, josef ventus, jan sv?da	Czech Republic	CZE	Male	Rowing	1	1
miruts yifter	Ethiopia	ETH	Male	Athletics	3	2
missy franklin	United States of America	USA	Female	Swimming	2	1
missy schwen, karen kraft	United States of America	USA	Female	Rowing	2	2
misty hyman	United States of America	USA	Female	Swimming	1	1
mitchell ivey	United States of America	USA	Male	Swimming	2	2
mitica pricop, florin popescu	Romania	ROM	Male	Canoeing	1	1
mitzi kremer, dara torres, laura walker, mary wayte	United States of America	USA	Female	Swimming	1	1
mizuki noguchi	Japan	JPN	Female	Athletics	1	1
mo farah	Great Britain	GBR	Male	Athletics	2	1
mohamed gammoudi	Tunisia	TUN	Male	Athletics	4	3
mohamed sulaiman	Qatar	QAT	Male	Athletics	1	1
mohammed kedir	Ethiopia	ETH	Male	Athletics	1	1
moira abernethy, jeanette myburgh, nathalie myburgh, susan roberts	South Africa	SAF	Female	Swimming	1	1
monika zehrt	German Democratic Republic	GDR	Female	Athletics	1	1
morgan taylor	United States of America	USA	Male	Athletics	3	3
morris kirksey	United States of America	USA	Male	Athletics	1	1
morris kirksey, loren murchison, charles paddock, jackson scholz	United States of America	USA	Male	Athletics	1	1
moses kiptanui	Kenya	KEN	Male	Athletics	1	1
murray halberg	New Zealand	NZL	Male	Athletics	1	1
murray riley, merv wood	Australia	AUS	Male	Rowing	1	1
murray rose	Australia	AUS	Male	Swimming	4	2
murray rose, kevin o'halloran, jon henricks, john devitt	Australia	AUS	Male	Swimming	1	1
myrtle cook, florence bell, fanny rosenfeld, ethel smith	Canada	CAN	Female	Athletics	1	1
nadezhda ilyina, inta klimovica, lyudmila aksenova, natalya sokolova	Soviet Union	URS	Female	Athletics	1	1
nadezhda khnykina	Soviet Union	URS	Female	Athletics	1	1
nadezhda olizarenko	Soviet Union	URS	Female	Athletics	2	1
naftali temu	Kenya	KEN	Male	Athletics	2	1
naman keita	France	FRA	Male	Athletics	1	1
nancy garapick	Canada	CAN	Female	Swimming	2	1
nancy hogshead	United States of America	USA	Female	Swimming	2	1
nancy lagat	Kenya	KEN	Female	Athletics	1	1
nancy ramey	United States of America	USA	Female	Swimming	1	1
naoko takahashi	Japan	JPN	Female	Athletics	1	1
narcisco su?rez, enrique miguez	Spain	ESP	Male	Canoeing	1	1
natalia antyukh	Russia	RUS	Female	Athletics	1	1
natalie coughlin	United States of America	USA	Female	Swimming	5	2
natalie steward	Great Britain	GBR	Female	Swimming	2	1
nataliya tobias	Ukraine	UKR	Female	Athletics	1	1
natallia helakh, yuliya bichyk	Belarus	BLR	Female	Rowing	1	1
natalya antyukh	Russia	RUS	Female	Athletics	1	1
natalya antyukh, tatiana firova, yulia gushchina, antonina krivoshapka	Russia	RUS	Female	Athletics	1	1
natalya bochina	Soviet Union	URS	Female	Athletics	1	1
natalya lavrinenko, tamara davydenko, marina znak, natalya volchek, natalya stasyuk, valentina skrabatun, yelena mikulich, aleksandra pankina, yaroslava pavlovich	Belarus	BLR	Female	Rowing	1	1
natalya lebedeva	Soviet Union	URS	Female	Athletics	1	1
natalya pechenkina	Soviet Union	URS	Female	Athletics	1	1
natalya ustinova, tatyana savelyeva, svetlana babalina, tatyana devyatova	Soviet Union	URS	Female	Swimming	1	1
natasa janic	Hungary	HUN	Female	Canoeing	1	1
natasa janics	Hungary	HUN	Female	Canoeing	1	1
natasa janics, katalin kovacs	Hungary	HUN	Female	Canoeing	2	2
nate cartmell	United States of America	USA	Male	Athletics	3	2
nathan adrian	United States of America	USA	Male	Swimming	1	1
nathan baggaley	Australia	AUS	Male	Canoeing	1	1
nathan cohen, joseph sullivan	New Zealand	NZL	Male	Rowing	1	1
nathan deakes	Australia	AUS	Male	Athletics	1	1
natsumi hoshi	Japan	JPN	Female	Swimming	1	1
nawal el moutawakel	Morocco	MAR	Female	Athletics	1	1
neil cochran	Great Britain	GBR	Male	Swimming	1	1
neil walker, gary hall jr., tommy hannan, jason lezak, lenny krayzelburg, ian crocker, ed moses	United States of America	USA	Male	Swimming	1	1
neisser bent	Cuba	CUB	Male	Swimming	1	1
nelly van vliet	Netherlands	NED	Female	Swimming	1	1
nelson diebel	United States of America	USA	Male	Swimming	1	1
neville hayes	Australia	AUS	Male	Swimming	1	1
neville hayes, terry gathercole, geoffrey shipton, david theile	Australia	AUS	Male	Swimming	1	1
nicholas willis	New Zealand	NZL	Male	Athletics	1	1
nick gillingham	Great Britain	GBR	Male	Swimming	2	2
nick thoman	United States of America	USA	Male	Swimming	1	1
nicole haislett	United States of America	USA	Female	Swimming	1	1
nicole stevenson	Australia	AUS	Female	Swimming	1	1
nico rienks, ronald florijn	Netherlands	NED	Male	Rowing	1	1
nida senff	Netherlands	NED	Female	Swimming	1	1
niels henriksen, victor feddersen, eskild ebbesen, thomas poulsen	Denmark	DEN	Male	Rowing	1	1
nigel barker	Australia	AUS	Male	Athletics	2	1
nijel amos	Botswana	BOT	Male	Athletics	1	1
nijole sabaite	Soviet Union	URS	Female	Athletics	1	1
nikki payne, lynley hannen	New Zealand	NZL	Female	Rowing	1	1
nikolaos skiathitis, vasileios polymeros	Greece	GRE	Male	Rowing	1	1
nikolay bukhalov	Bulgaria	BUL	Male	Canoeing	3	2
nikolay chernetsky, mikhail linge, viktor markin, remigijus valiulis	Soviet Union	URS	Male	Athletics	1	1
nikolay dovgan, valery kleshnyov, yevgeny barbakov, yury shapochka	Soviet Union	URS	Male	Rowing	1	1
nikolay gorbachov, viktor kratasyuk	Soviet Union	URS	Male	Canoeing	1	1
nikolay kirov	Soviet Union	URS	Male	Athletics	1	1
nikolay kolesnikov, valery borzov, aleksandr aksinin, juris silovs	Soviet Union	URS	Male	Athletics	1	1
nikolay kuznetsov, raul arnemann, valery dolinin, anushavan gassan-dzhalilov	Soviet Union	URS	Male	Rowing	1	1
nikolay pankin	Soviet Union	URS	Male	Swimming	1	1
nikolay pimenov, yury pimenov	Soviet Union	URS	Male	Rowing	1	1
nikolay sidorov, vladimir muravyov, andrey prokofyev, aleksandr aksinin	Soviet Union	URS	Male	Athletics	1	1
nikolay smaga	Soviet Union	URS	Male	Athletics	1	1
nikolay sokolov	Soviet Union	URS	Male	Athletics	1	1
nikolina shtereva	Bulgaria	BUL	Female	Athletics	1	1
niksa skelin, sinisa skelin	Croatia	CRO	Male	Rowing	1	1
nils bj?rkl?f, ture axelsson	Finland	FIN	Male	Canoeing	1	1
nils engdahl	Sweden	SWE	Male	Athletics	1	1
nils fjeldheim, eirik larsen	Norway	NOR	Male	Canoeing	1	1
nils schumann	Germany	GER	Male	Athletics	1	1
nimrod greenwood, david anderson, mervyn finlay, philip cayzer, ernest chapman, thomas chessel, edward pain, robert tinning, geoffrey willamson	Australia	AUS	Male	Rowing	1	1
nina savina	Soviet Union	URS	Female	Canoeing	1	1
nina trofimova-gopova, galina alekseyeva-kreft	Soviet Union	URS	Female	Canoeing	1	1
nina zhivanevskaya	Spain	ESP	Female	Swimming	1	1
nina zhivanevskaya, olga kirichenko, elena choubina, yelena rudkovskaya, natalya meshcheryakova	Soviet Union	URS	Female	Swimming	1	1
nixon kiprotich	Kenya	KEN	Male	Athletics	1	1
n?ndor d?ni	Hungary	HUN	Male	Athletics	1	1
noah ngeny	Kenya	KEN	Male	Athletics	1	1
noboru terada	Japan	JPN	Male	Swimming	1	1
nobuharu asahara, shingo suetsugu, shinji takahira, naoki tsukahara	Japan	JAP	Male	Athletics	1	1
nobuo arai, tokuhei sada, hiroshi yoneyama, katsuo takaishi	Japan	JPN	Male	Swimming	1	1
nobutaka taguchi	Japan	JPN	Male	Swimming	2	1
noe hernandez	Mexico	MEX	Male	Athletics	1	1
noel freeman	Australia	AUS	Male	Athletics	1	1
noemi ildik? lung	Romania	ROM	Female	Swimming	2	1
no?l de mille, ned pratt	Canada	CAN	Male	Rowing	1	1
norbert ke?lau, guido grabow, volker grabow, j?rg puttlitz	West Germany	FRG	Male	Rowing	1	1
norberto t?llez, l?zaro mart?nez, roberto hern?ndez, h?ctor herrera	Cuba	CUB	Male	Athletics	1	1
norbert r?zsa	Hungary	HUN	Male	Swimming	3	2
norman hallows	Great Britain	GBR	Male	Athletics	1	1
norman pritchard	British India	BIN	Male	Athletics	1	1
norman ross	United States of America	USA	Male	Swimming	2	1
norman taber	United States of America	USA	Male	Athletics	1	1
norm read	New Zealand	NZL	Male	Athletics	1	1
noureddine morceli	Algeria	ALG	Male	Athletics	1	1
nouria merah-benida	Algeria	ALG	Female	Athletics	1	1
nouzha bidouane	Morocco	MAR	Female	Athletics	1	1
novella calligaris	Italy	ITA	Female	Swimming	3	1
obadele thompson	Barbados	BAR	Male	Athletics	1	1
olaf heukrodt	German Democratic Republic	GDR	Male	Canoeing	2	3
olaf heukrodt	Germany	GER	Male	Canoeing	1	3
olaf heukrodt, uwe madeja	German Democratic Republic	GDR	Male	Canoeing	1	1
olaf tufte	Norway	NOR	Male	Rowing	2	2
olaf tufte, fredrik raaen bekken	Norway	NOR	Male	Rowing	1	1
olapade adeniken, davidson ezinwa, chidi imoh, oluyemi kayode	Nigeria	NGR	Male	Athletics	1	1
oleg gorobiy, anatoliy tishchenko, sergey verlin, georgy tsybulnikov	Russia	RUS	Male	Canoeing	1	1
oleg tyurin, boris dubrovsky	Soviet Union	URS	Male	Rowing	1	1
olena krasovska	Ukraine	UKR	Female	Athletics	1	1
